time,option_idx,nu,mid_price,trade_dir,trade_price,z_i,vega_i
3.5999999999999994e-07,4,0.022507656884275935,1.2160932018567123,1,1.2205271539029825,411160.5417451298,0.909136
6e-07,12,0.022514108842239457,0.2161055612974797,1,0.2555324607350764,2314214.833191395,1.054
6e-07,13,0.022514108842239457,0.3318865059231535,-1,0.3166112749163348,1506745.7005011437,0.967756
1.0799999999999998e-06,10,0.022498025834807714,0.8276789346984583,-1,0.8198062365200967,604094.5528794167,0.921681
4.319999999999999e-06,5,0.02248328186597124,1.317033517904956,1,1.3194603192441694,379627.66118990496,0.833947
5.16e-06,19,0.02256016285092228,0.35230424129092025,1,0.35865731359068087,1419744.6731179864,0.639898
5.639999999999999e-06,8,0.02253714187170538,0.5849963709837882,-1,0.5840733836791537,854931.759346969,1.24739
5.88e-06,16,0.022558850739109026,0.05815185261965252,1,0.08385696421959389,8614258.665513504,0.553724
6.12e-06,6,0.022551734103084888,1.4071006053125121,-1,1.405343682272318,355373.6042701692,0.7578
6.12e-06,11,0.022551734103084888,1.014409642921294,1,1.0446781475238833,492960.52372126037,0.752216
6.5999999999999995e-06,11,0.0225344952866424,1.0143664598960496,-1,0.9915492147033597,492960.52372126037,0.752216
8.16e-06,8,0.02256588996071153,0.5851157679783685,-1,0.550909723684214,854931.759346969,1.24739
9.479999999999999e-06,9,0.02252090425002273,0.7165026000126231,1,0.7307116934879602,697905.8636654854,1.05649
9.6e-06,7,0.022519599040961347,1.5641021684125649,-1,1.5450112558429754,319680.8306586704,0.645607
9.96e-06,5,0.022542186073711945,1.3171972149151416,1,1.3442708204296088,379627.66118990496,0.833947
1.0079999999999998e-05,15,0.022545440815401052,0.6174576106441939,1,0.6175220797112386,809919.8989219966,0.74383
1.176e-05,8,0.022539331881458742,0.5850054692437592,-1,0.5783287584119269,854931.759346969,1.24739
1.1999999999999999e-05,19,0.02253350084065634,0.3522474304909875,1,0.36503930682233166,1419744.6731179864,0.639898
1.212e-05,5,0.02253121499998353,1.317166742110676,-1,1.316151465976886,379627.66118990496,0.833947
1.224e-05,16,0.02252668677000534,0.058092542419762576,-1,0.05213500595531306,8614258.665513504,0.553724
1.2359999999999999e-05,13,0.02252389865677097,0.3319180731009987,-1,0.3289278463204685,1506745.7005011437,0.967756
1.26e-05,16,0.022545274258014582,0.05812682281600297,1,0.05961508541152846,8614258.665513504,0.553724
1.332e-05,9,0.022565623983184593,0.716659935341507,1,0.7211390884287248,697905.8636654854,1.05649
1.332e-05,12,0.022565623983184593,0.21628639105902409,1,0.2430646486277181,2314214.833191395,1.054
1.368e-05,16,0.02255474365059588,0.058144281524621304,-1,0.027585589563755106,8614258.665513504,0.553724
1.3919999999999999e-05,19,0.02253592656839058,0.35225260056533586,1,0.38143571999759684,1419744.6731179864,0.639898
1.4159999999999998e-05,11,0.022530638719938864,1.0143567969827387,1,1.056373699586362,492960.52372126037,0.752216
1.4879999999999998e-05,15,0.022545761477008305,0.6174584048988142,-1,0.6106399842522735,809919.8989219966,0.74383
1.5239999999999998e-05,14,0.02250770030169665,0.4358735390622333,1,0.43713938540873415,1147181.0320499437,0.878186
1.6199999999999997e-05,9,0.02248041366971605,0.7163600091089213,-1,0.65771096989007,697905.8636654854,1.05649
1.632e-05,9,0.022480872648986187,0.7163616261613462,-1,0.7084401004098836,697905.8636654854,1.05649
1.7999999999999997e-05,0,0.022498742858088068,2.056288272444977,1,2.061816429372909,243156.3641315184,0.412252
1.7999999999999997e-05,11,0.022498742858088068,1.014276847815101,-1,0.9645939166463097,492960.52372126037,0.752216
1.7999999999999997e-05,16,0.022498742858088068,0.0580409796020942,1,0.07763699114713792,8614258.665513504,0.553724
1.9079999999999997e-05,15,0.02249007643674343,0.6173203924729065,1,0.6356602850903671,809919.8989219966,0.74383
1.92e-05,8,0.022475721689973135,0.5847410243497428,-1,0.5561506694116656,854931.759346969,1.24739
1.956e-05,8,0.022488917469800064,0.5847959135330956,-1,0.5691335378558324,854931.759346969,1.24739
1.9679999999999998e-05,9,0.022488138497498842,0.7163872226306562,-1,0.6946981448027075,697905.8636654854,1.05649
1.9679999999999998e-05,17,0.022488138497498842,0.12827304416477767,-1,0.08822897336969295,3897146.5093258717,0.656386
2.0519999999999997e-05,13,0.022492666007879924,0.3318173396888653,-1,0.29457379856016663,1506745.7005011437,0.967756
2.064e-05,4,0.022472397069160325,1.2159863249352734,1,1.2398466598653475,411160.5417451298,0.909136
2.0879999999999997e-05,7,0.02246116050041358,1.5639763803890059,1,1.564557798822598,319680.8306586704,0.645607
2.0879999999999997e-05,9,0.02246116050041358,0.7162921624458546,-1,0.7087631640908489,697905.8636654854,1.05649
2.0879999999999997e-05,14,0.02246116050041358,0.4357372565435312,-1,0.42929898487479756,1147181.0320499437,0.878186
2.136e-05,9,0.022468126717858083,0.7163167142073317,-1,0.710467267203417,697905.8636654854,1.05649
2.244e-05,5,0.02247454738525074,1.3170092262066497,1,1.3385672084881852,379627.66118990496,0.833947
2.316e-05,14,0.02245142483249548,0.4357087297316543,1,0.43684894057060786,1147181.0320499437,0.878186
2.3999999999999997e-05,4,0.022450752301540044,1.2159206753933582,1,1.2188935828044352,411160.5417451298,0.909136
2.4599999999999998e-05,11,0.022457572004864392,1.0141735664118747,1,1.019181735898977,492960.52372126037,0.752216
2.7e-05,14,0.02247091811423032,0.43576584145719166,1,0.48969817039512814,1147181.0320499437,0.878186
2.7599999999999997e-05,0,0.022456269656041486,2.0562298777002797,-1,2.0534202851948224,243156.3641315184,0.412252
2.772e-05,15,0.022462764287594646,0.617252638304832,1,0.6253438329618246,809919.8989219966,0.74383
2.7839999999999998e-05,15,0.022481598381795483,0.617299365081902,-1,0.598492517169574,809919.8989219966,0.74383
2.844e-05,13,0.022494531539651256,0.3318233584769799,-1,0.25812220490060217,1506745.7005011437,0.967756
3.0839999999999996e-05,7,0.0224894642930189,1.564037324257933,1,1.5914788293283635,319680.8306586704,0.645607
3.0959999999999995e-05,11,0.022489898656487692,1.014254669182584,-1,0.9966055030897636,492960.52372126037,0.752216
3.132e-05,1,0.0225013510445501,2.108392098802692,-1,2.06933395789207,237147.77626530197,0.466047
3.1679999999999995e-05,8,0.02249982248375911,0.5848412618919318,1,0.5869315385962269,854931.759346969,1.24739
3.216e-05,19,0.022502945082068123,0.35218228163486937,1,0.38848226598559843,1419744.6731179864,0.639898
3.252e-05,5,0.02249123755518914,1.3170556395794841,-1,1.3133094310172608,379627.66118990496,0.833947
3.288e-05,9,0.022495604406552697,0.7164135195754965,1,0.7262546092784113,697905.8636654854,1.05649
3.3119999999999995e-05,8,0.022514147570941886,0.5849008158842669,-1,0.5732094045051452,854931.759346969,1.24739
3.336e-05,13,0.022497177704336284,0.331831895402607,-1,0.33162857680119795,1506745.7005011437,0.967756
3.4439999999999996e-05,19,0.022476436300846774,0.3521257256205677,-1,0.29002586882855386,1419744.6731179864,0.639898
3.4559999999999994e-05,9,0.022468482915452854,0.7163179694891082,-1,0.7126052911065901,697905.8636654854,1.05649
3.5279999999999994e-05,4,0.02243907151732423,1.2158852339082569,1,1.2230979640230686,411160.5417451298,0.909136
3.54e-05,16,0.022449182527010437,0.05794945079778547,1,0.06961407435517468,8614258.665513504,0.553724
3.564e-05,10,0.022482405435945797,0.8276309341770196,1,0.9183437142306106,604094.5528794167,0.921681
3.624e-05,15,0.02248192932105788,0.6173001859564654,-1,0.6022256484814815,809919.8989219966,0.74383
3.6479999999999996e-05,15,0.022477790586528504,0.6172899196443203,1,0.6339990193498659,809919.8989219966,0.74383
3.6599999999999995e-05,0,0.0224505892007718,2.0562220636791793,-1,2.0125185708819475,243156.3641315184,0.412252
